,Customer ID,Recency,Frequency,Monetary,Cluster
3231,15629.0,450,4,2240.9,1
3232,15630.0,45,3,1481.4,1
3233,15631.0,642,1,596.67,0
3236,15634.0,17,2,554.65,2
3237,15635.0,396,1,100.35,0
3238,15636.0,90,4,1444.58,1
3239,15637.0,53,5,797.59,2
3241,15639.0,134,3,1065.08,2
3244,15642.0,730,1,105.78000000000002,0
3245,15643.0,192,3,664.0,2
3246,15644.0,166,4,803.54,2
3247,15645.0,19,3,1054.75,2
3248,15646.0,158,5,784.8100000000001,2
3249,15647.0,415,1,169.0,0
3250,15648.0,204,2,639.5,2
3251,15649.0,336,4,1660.35,1
3252,15650.0,522,2,553.88,0
3253,15651.0,37,5,1259.06,2
3254,15652.0,91,5,1405.94,1
3255,15653.0,93,2,877.4399999999999,2
3256,15654.0,9,2,922.53,2
3257,15655.0,243,1,560.67,0
3258,15656.0,45,4,748.5,2
3259,15657.0,23,1,30.0,0
3261,15659.0,44,3,532.49,0
3264,15662.0,661,2,283.73,0
3265,15663.0,106,1,138.14,0
3266,15664.0,51,4,1231.53,2
3268,15666.0,472,2,632.9399999999999,0
3269,15667.0,40,1,301.32,0
3270,15668.0,218,1,76.32000000000001,0
3271,15669.0,40,4,684.34,2
3272,15670.0,297,2,325.2,0
3274,15672.0,725,1,45.300000000000004,0
3277,15675.0,81,4,542.04,0
3279,15677.0,49,3,1305.63,1
3280,15678.0,53,3,1825.94,1
3281,15679.0,24,4,781.28,2
3284,15682.0,599,2,318.24,0
3285,15683.0,117,2,524.54,0
3286,15684.0,547,3,173.95,0
3287,15685.0,450,1,55.980000000000004,0
3288,15686.0,420,1,90.0,0
3290,15688.0,419,1,190.57,0
3291,15689.0,120,3,521.03,0
3292,15690.0,4,2,239.76,0
3293,15691.0,252,4,571.3,0
3294,15692.0,28,1,191.04,0
3295,15693.0,659,1,37.5,0
3297,15695.0,267,4,1131.04,2
3299,15697.0,690,1,246.75,0
3300,15698.0,624,1,46.2,0
3301,15699.0,18,1,309.65,0
3302,15700.0,172,2,696.68,2
3303,15701.0,2,4,1529.0,1
3304,15702.0,476,1,112.57000000000001,0
3305,15703.0,265,1,211.5,0
3307,15705.0,201,1,143.1,0
3308,15706.0,64,4,1060.56,2
3309,15707.0,35,4,916.98,2
3311,15709.0,284,2,327.85,0
3312,15710.0,417,1,898.87,2
3313,15711.0,557,2,420.25,0
3315,15713.0,143,4,839.64,2
3316,15714.0,12,5,783.96,2
3317,15715.0,556,5,658.02,0
3319,15717.0,234,5,607.0,2
3320,15718.0,540,1,293.79,0
3322,15720.0,24,2,739.22,2
3323,15721.0,12,1,471.40000000000003,0
3325,15723.0,365,4,930.7,2
3326,15724.0,201,3,310.85,0
3327,15725.0,15,1,415.25,0
3328,15726.0,390,1,321.91,0
3330,15728.0,380,2,544.6,0
3331,15729.0,213,3,192.55,0
3332,15730.0,66,5,1726.58,1
3333,15731.0,554,1,125.3,0
3335,15733.0,283,1,162.3,0
3337,15735.0,421,1,327.68,0
3338,15736.0,435,2,1767.12,1
3341,15739.0,66,1,449.12,0
3342,15740.0,49,1,154.88,0
3343,15741.0,458,2,208.62,0
3344,15742.0,619,1,156.87,0
3345,15743.0,16,4,775.96,2
3346,15744.0,78,1,34.8,0
3347,15745.0,19,4,1094.59,2
3348,15746.0,134,1,196.88,0
3350,15748.0,40,3,609.8100000000001,2
3355,15753.0,305,1,79.2,0
3358,15756.0,61,4,528.01,0
3360,15758.0,25,1,205.25,0
3361,15759.0,218,7,830.9300000000001,2
3362,15761.0,443,1,143.05,0
3363,15762.0,65,2,583.75,2
3364,15763.0,32,2,1086.92,2
3366,15765.0,667,1,370.63,0
3367,15766.0,64,3,831.06,2
3370,15770.0,613,1,321.45,0
3371,15771.0,604,3,1006.54,2
3372,15772.0,418,1,280.88,0
3373,15773.0,6,2,774.52,2
3374,15774.0,69,6,1287.09,1
3375,15775.0,245,2,150.5,0
3376,15776.0,133,1,241.62,0
3377,15777.0,241,7,1762.61,1
3378,15778.0,431,1,307.95,0
3379,15779.0,463,2,124.08000000000001,0
3380,15780.0,184,3,475.28000000000003,0
3381,15781.0,25,3,345.46,0
3383,15783.0,11,1,246.3,0
3384,15784.0,468,2,848.3299999999999,2
3387,15787.0,26,3,933.26,2
3388,15788.0,509,1,221.82999999999998,0
3389,15789.0,358,6,1962.01,1
3390,15790.0,10,1,218.75,0
3392,15792.0,400,2,933.84,2
3394,15794.0,736,2,777.0,2
3398,15798.0,493,3,1535.37,1
3399,15799.0,76,4,1421.34,1
3400,15800.0,107,7,1227.07,2
3401,15801.0,46,3,1063.95,2
3402,15803.0,51,4,1929.66,1
3405,15806.0,46,3,784.58,2
3406,15807.0,50,5,1817.52,1
3408,15809.0,36,7,1274.44,2
3412,15813.0,208,2,1303.9099999999999,1
3414,15815.0,64,5,2100.6,1
3415,15816.0,542,2,144.14999999999998,0
3417,15818.0,588,1,340.5,0
3419,15820.0,320,1,206.98,0
3420,15821.0,44,2,570.96,2
3421,15822.0,3,6,1840.06,1
3423,15824.0,453,2,890.94,2
3424,15825.0,172,1,532.94,0
3427,15828.0,375,1,1108.82,2
3428,15829.0,99,2,636.14,2
3429,15830.0,38,1,576.0,2
3430,15831.0,58,3,794.64,2
3431,15832.0,254,1,836.79,2
3432,15833.0,738,1,80.4,0
3434,15835.0,44,4,954.09,2
3435,15836.0,50,1,137.37,0
3436,15837.0,65,2,777.01,2
3438,15839.0,33,3,1048.49,2
3439,15840.0,59,2,355.56,0
3441,15842.0,393,2,548.8,0
3442,15843.0,304,1,118.95000000000002,0
3443,15844.0,46,1,130.73999999999998,0
3445,15846.0,385,1,107.01,0
3446,15847.0,38,5,822.57,2
3447,15848.0,622,1,137.99,0
3448,15850.0,19,6,1006.75,2
3449,15851.0,527,1,109.73,0
3450,15852.0,187,3,257.26,0
3451,15853.0,52,1,110.8,0
3453,15855.0,137,6,1052.72,2
3455,15857.0,19,2,570.48,2
3457,15859.0,432,1,438.46,0
3461,15863.0,26,5,355.1,0
3462,15864.0,22,7,2180.76,1
3464,15866.0,101,1,211.89,0
3466,15868.0,583,1,94.53,0
3467,15869.0,277,3,321.11,0
3468,15870.0,33,4,857.46,2
3469,15871.0,437,1,33.099999999999994,0
3470,15872.0,15,4,729.25,2
3471,15873.0,500,4,313.91999999999996,0
3473,15875.0,646,1,108.52,0
3474,15876.0,409,2,1449.1399999999999,1
3475,15877.0,2,2,490.33,0
3476,15878.0,562,2,330.77,0
3477,15879.0,404,4,1137.8,2
3478,15880.0,369,1,329.03000000000003,0
3479,15881.0,312,5,501.39000000000004,0
3481,15883.0,2,2,396.48,0
3482,15884.0,432,2,244.60000000000002,0
3484,15886.0,60,4,1052.8700000000001,2
3485,15887.0,407,3,1027.15,2
3486,15888.0,81,3,423.49,0
3488,15890.0,395,5,535.65,0
3489,15891.0,227,1,509.13,0
3490,15892.0,669,1,128.2,0
3491,15893.0,482,1,305.28000000000003,0
3492,15894.0,253,2,257.6,0
3493,15895.0,150,1,179.17,0
3494,15897.0,194,2,208.59,0
3496,15899.0,369,1,56.25,0
3497,15900.0,24,4,886.5699999999999,2
3498,15901.0,17,6,667.89,2
3499,15902.0,380,1,145.01,0
3501,15904.0,8,1,164.68,0
3502,15905.0,543,1,114.69,0
3504,15907.0,4,3,881.87,2
3505,15908.0,491,2,758.62,2
3506,15909.0,174,1,191.94,0
3510,15913.0,534,1,6.300000000000001,0
3511,15914.0,378,2,205.99,0
3512,15915.0,402,1,364.24,0
3514,15917.0,248,5,530.17,0
3515,15918.0,191,3,582.88,2
3516,15919.0,20,2,525.69,0
3518,15921.0,173,4,765.61,2
3519,15922.0,373,1,369.5,0
3520,15923.0,373,1,127.08,0
3521,15924.0,731,1,102.82,0
3522,15925.0,194,1,207.15,0
3523,15926.0,542,1,134.44,0
3524,15927.0,647,1,106.54,0
3525,15928.0,656,1,293.53,0
3526,15929.0,644,1,594.0,0
3527,15930.0,67,1,426.63,0
3528,15931.0,428,1,239.9,0
3530,15933.0,21,3,1107.46,2
3531,15934.0,418,2,2190.66,1
3532,15935.0,239,1,108.03999999999999,0
3533,15936.0,379,2,282.79,0
3534,15937.0,64,1,145.35,0
3537,15940.0,311,1,35.8,0
3538,15941.0,637,1,405.0,0
3539,15942.0,134,1,337.44,0
3540,15943.0,650,2,271.28999999999996,0
3541,15944.0,277,4,2164.24,1
3542,15945.0,365,4,646.27,2
3544,15947.0,83,1,1708.24,1
3545,15948.0,8,3,1509.0900000000001,1
3546,15949.0,17,2,364.72,0
3548,15951.0,9,3,1013.17,2
3549,15952.0,34,4,781.91,2
3551,15954.0,589,1,187.8,0
3553,15956.0,551,2,617.6,0
3554,15957.0,32,3,921.25,2
3555,15958.0,74,4,462.12,0
3556,15959.0,682,3,542.89,0
3557,15960.0,374,4,410.95,0
3558,15961.0,379,1,451.28999999999996,0
3559,15962.0,449,1,289.48,0
3560,15963.0,20,2,470.76,0
3561,15964.0,663,1,269.21000000000004,0
3563,15966.0,451,1,426.53000000000003,0
3565,15968.0,388,1,401.8,0
3566,15969.0,3,5,1127.05,2
3567,15970.0,304,2,1017.32,2
3569,15972.0,456,5,1769.33,1
3570,15973.0,367,2,665.62,2
3572,15975.0,84,1,371.01,0
3573,15976.0,165,6,1680.31,1
3574,15977.0,17,2,1054.73,2
3576,15979.0,603,1,329.22,0
3579,15982.0,605,1,324.51,0
3583,15986.0,30,2,354.42,0
3585,15988.0,19,3,736.39,2
3586,15989.0,376,2,368.31,0
3587,15990.0,44,7,1997.75,1
3588,15991.0,534,1,150.55,0
3589,15992.0,4,3,896.6,2
3591,15994.0,55,3,1175.68,2
3592,15995.0,414,1,694.54,2
3593,15996.0,88,7,1386.4,1
3595,15999.0,736,1,20.4,0
3597,16001.0,381,1,583.39,0
3598,16002.0,625,1,169.21,0
3600,16004.0,475,5,2146.39,1
3602,16006.0,211,2,332.82,0
3605,16009.0,22,4,972.11,2
3610,16014.0,38,5,1100.28,2
3611,16015.0,4,3,704.26,2
3613,16017.0,47,5,1545.58,1
3614,16018.0,39,4,698.13,2
3616,16020.0,17,3,851.01,2
3617,16021.0,395,2,487.03,0
3618,16022.0,260,1,602.63,2
3619,16023.0,46,3,719.81,2
3620,16024.0,12,3,478.71,0
3621,16025.0,30,1,439.65999999999997,0
3622,16026.0,43,1,236.09,0
3624,16028.0,596,1,82.2,0
3626,16030.0,310,1,331.24,0
3627,16031.0,92,2,547.9,2
3628,16032.0,456,6,1965.72,1
3630,16034.0,196,6,911.3199999999999,2
3631,16035.0,560,1,217.73,0
3633,16037.0,270,5,1509.34,1
3634,16038.0,8,3,471.78000000000003,0
3635,16039.0,424,2,456.4,0
3640,16044.0,435,1,340.84000000000003,0
3642,16046.0,562,1,235.78,0
3643,16048.0,373,4,818.7900000000001,2
3644,16049.0,40,6,1852.15,1
3645,16050.0,174,3,300.7,0
3646,16051.0,682,1,188.44,0
3647,16052.0,54,1,362.06,0
3649,16054.0,145,4,2111.88,1
3650,16055.0,221,1,134.8,0
3651,16056.0,45,1,650.75,2
3653,16058.0,406,1,62.7,0
3655,16060.0,401,3,541.95,0
3656,16061.0,431,1,89.65,0
3658,16063.0,260,1,335.32,0
3659,16064.0,725,1,109.31,0
3661,16066.0,17,5,1521.04,1
3663,16068.0,594,1,115.73,0
3664,16069.0,418,1,457.7,0
3665,16070.0,22,2,852.15,2
3666,16071.0,45,4,1076.8,2
3668,16073.0,297,1,122.39999999999999,0
3669,16074.0,390,1,252.5,0
3670,16075.0,503,2,736.9300000000001,2
3673,16078.0,284,2,362.99,0
3674,16079.0,17,3,1352.0,1
3675,16080.0,82,4,602.5600000000001,2
3677,16082.0,670,1,106.75,0
3679,16084.0,299,1,436.18,0
3682,16087.0,389,5,1739.92,1
3683,16088.0,576,2,1437.43,1
3684,16089.0,386,2,263.49,0
3685,16090.0,624,1,180.56,0
3686,16091.0,155,2,315.06,0
3687,16092.0,115,6,1587.94,1
3688,16093.0,107,1,17.0,0
3690,16095.0,456,1,447.05,0
3691,16096.0,264,4,1584.97,1
3692,16097.0,240,1,185.04999999999998,0
3694,16099.0,50,7,1573.2,1
3695,16100.0,463,1,582.64,0
3697,16102.0,42,3,1842.14,1
3701,16106.0,66,1,108.38,0
3703,16108.0,85,4,2235.92,1
3704,16109.0,219,3,939.48,2
3705,16110.0,45,4,1781.59,1
3706,16111.0,428,1,549.33,0
3707,16112.0,143,4,195.73999999999998,0
3708,16113.0,183,1,161.38,0
3709,16114.0,171,1,135.75000000000003,0
3711,16116.0,212,1,612.78,2
3712,16117.0,190,3,654.4,2
3716,16121.0,57,5,1450.04,1
3717,16122.0,73,6,895.62,2
3718,16123.0,52,1,307.78,0
3719,16124.0,317,4,1772.49,1
3722,16127.0,39,2,801.31,2
3724,16129.0,407,3,1396.05,1
3725,16130.0,422,4,987.48,2
3727,16132.0,544,2,664.1999999999999,2
3729,16134.0,22,5,2145.34,1
3730,16135.0,263,2,819.45,2
3731,16136.0,60,4,946.8,2
3732,16137.0,680,1,422.7,0
3733,16138.0,379,3,910.35,2
3734,16139.0,19,5,1111.15,2
3735,16140.0,66,3,1433.46,1
3736,16141.0,88,2,955.94,2
3737,16142.0,250,1,535.34,0
3739,16144.0,247,1,175.2,0
3741,16146.0,157,4,946.38,2
3743,16148.0,296,2,386.62,0
3744,16149.0,5,3,422.22,0
3746,16152.0,269,1,1829.04,1
3748,16155.0,382,5,796.9,2
3750,16157.0,16,3,656.69,2
3752,16159.0,282,4,1232.79,2
3753,16160.0,65,2,1025.44,2
3755,16162.0,252,1,37.4,0
3757,16164.0,17,3,822.48,2
3758,16165.0,505,1,79.9,0
3759,16166.0,428,2,435.83,0
3760,16167.0,414,5,1386.1200000000001,1
3762,16169.0,8,4,1822.97,1
3764,16171.0,59,1,73.2,0
3766,16173.0,16,6,1418.32,1
3768,16175.0,94,7,1836.44,1
3769,16176.0,421,4,2052.69,1
3771,16178.0,138,2,612.6,2
3772,16179.0,61,1,215.83,0
3774,16181.0,73,1,305.54,0
3776,16183.0,67,4,1077.81,2
3777,16184.0,64,6,1158.79,2
3778,16185.0,17,3,644.72,2
3781,16188.0,45,5,1087.66,2
3782,16189.0,16,2,215.48,0
3785,16192.0,736,1,351.3,0
3786,16193.0,237,2,630.43,2
3787,16194.0,375,1,308.59999999999997,0
3788,16195.0,723,1,323.25,0
3789,16196.0,489,1,93.3,0
3791,16198.0,75,2,1030.04,2
3792,16199.0,392,7,942.75,2
3794,16201.0,3,5,2112.12,1
3796,16203.0,59,6,943.84,2
3797,16204.0,23,3,918.71,2
3798,16205.0,31,7,1813.51,1
3800,16207.0,25,1,394.38,0
3804,16211.0,89,3,1090.59,2
3805,16212.0,19,4,1293.71,1
3806,16213.0,79,1,159.0,0
3807,16214.0,171,4,2038.25,1
3808,16215.0,81,1,242.35,0
3809,16216.0,267,1,914.9300000000001,2
3810,16217.0,235,2,304.25,0
3812,16219.0,501,1,40.8,0
3814,16222.0,318,2,1272.05,2
3815,16223.0,375,2,1087.05,2
3816,16224.0,57,5,1616.54,1
3818,16226.0,203,5,672.1700000000001,2
3819,16227.0,225,3,1027.22,2
3820,16228.0,385,3,885.71,2
3822,16230.0,190,2,542.03,0
3823,16231.0,379,4,1074.47,2
3826,16234.0,476,3,333.18,0
3828,16236.0,78,1,432.2,0
3829,16237.0,437,1,136.65,0
3830,16238.0,423,1,63.66,0
3831,16239.0,57,6,1492.2,1
3835,16243.0,34,2,409.1,0
3836,16244.0,212,2,1522.75,1
3837,16245.0,24,3,1413.66,1
3838,16246.0,460,2,821.35,2
3839,16247.0,170,1,114.56,0
3840,16248.0,62,1,152.94,0
3841,16249.0,53,5,1800.07,1
3842,16250.0,261,3,565.24,0
3843,16251.0,512,1,128.31,0
3844,16252.0,383,1,295.09000000000003,0
3846,16254.0,378,3,967.44,2
3848,16256.0,267,3,1579.37,1
3849,16257.0,177,1,21.95,0
3851,16259.0,410,3,340.94,0
3852,16260.0,51,1,1035.45,2
3853,16261.0,17,6,1041.16,2
3854,16262.0,378,1,755.15,2
3855,16263.0,423,1,348.16,0
3856,16264.0,438,2,823.53,2
3859,16267.0,591,1,186.66,0
3860,16268.0,71,2,617.65,2
3861,16269.0,438,1,717.57,2
3862,16270.0,353,1,1141.24,2
3864,16272.0,117,1,411.7,0
3865,16273.0,648,2,318.34000000000003,0
3866,16274.0,373,1,331.55,0
3867,16275.0,197,3,2151.11,1
3869,16277.0,734,1,188.69,0
3870,16278.0,100,3,1117.84,2
3872,16280.0,725,1,238.05,0
3874,16282.0,340,3,1307.58,1
3876,16284.0,31,3,1018.48,2
3877,16285.0,646,1,176.9,0
3878,16286.0,477,2,328.95,0
3879,16287.0,170,5,1006.98,2
3880,16288.0,470,1,129.85,0
3881,16289.0,462,1,136.31,0
3882,16290.0,465,4,1957.7,1
3883,16292.0,122,5,1253.76,2
3885,16294.0,477,1,126.05000000000001,0
3886,16295.0,10,4,1328.55,1
3887,16296.0,626,4,1313.67,1
3888,16297.0,269,1,301.9,0
3889,16298.0,23,7,1085.7,2
3890,16299.0,477,1,193.65,0
3891,16300.0,430,3,1367.32,1
3892,16301.0,737,1,107.33,0
3893,16302.0,127,1,233.22,0
3895,16304.0,695,1,381.66,0
3896,16305.0,139,1,361.21999999999997,0
3897,16306.0,214,7,1124.72,2
3898,16307.0,429,3,1194.92,2
3900,16309.0,106,2,706.57,2
3901,16310.0,414,2,460.08,0
3902,16311.0,18,2,616.26,2
3903,16312.0,432,1,171.15,0
3904,16313.0,3,2,274.15000000000003,0
3905,16314.0,390,3,1491.4,1
3906,16315.0,331,2,402.71,0
3908,16317.0,120,5,2192.51,1
3909,16318.0,35,1,328.15,0
3910,16319.0,218,1,404.40000000000003,0
3912,16321.0,72,7,604.5500000000001,2
3913,16322.0,1,2,326.75,0
3914,16323.0,196,2,353.66,0
3915,16324.0,128,3,408.59000000000003,0
3919,16328.0,563,1,310.83,0
3920,16329.0,428,4,1664.92,1
3921,16330.0,18,7,625.38,2
3922,16331.0,432,6,2037.7,1
3925,16334.0,492,1,263.73,0
3928,16337.0,37,1,151.05,0
3929,16338.0,157,1,214.79999999999998,0
3930,16339.0,284,1,94.05,0
3931,16340.0,107,3,1496.24,1
3933,16342.0,75,4,322.41,0
3934,16343.0,16,3,614.12,2
3935,16344.0,158,4,842.42,2
3936,16345.0,44,2,1178.79,2
3937,16346.0,385,1,224.51,0
3940,16349.0,291,1,53.5,0
3943,16352.0,18,2,494.44,0
3945,16354.0,63,5,1119.46,2
3946,16355.0,375,1,416.35,0
3947,16356.0,198,6,415.87,0
3948,16357.0,33,4,868.37,2
3952,16361.0,10,4,891.21,2
3953,16362.0,32,6,922.16,2
3954,16363.0,53,1,109.36000000000001,0
3955,16364.0,12,2,705.79,2
3957,16366.0,19,4,1548.1299999999999,1
3958,16367.0,37,3,1350.48,1
3959,16368.0,2,3,621.44,2
3961,16370.0,82,4,1301.91,1
3962,16371.0,449,1,157.2,0
3963,16372.0,33,5,1290.31,1
3964,16373.0,382,2,309.49,0
3965,16374.0,66,5,1709.55,1
3966,16375.0,470,2,104.0,0
3967,16376.0,9,2,974.96,2
3968,16377.0,267,2,1308.48,1
3969,16378.0,247,3,362.95,0
3970,16379.0,4,4,2157.4,1
3971,16380.0,61,1,1743.1499999999999,1
3972,16381.0,396,2,247.85,0
3973,16382.0,408,2,353.1,0
3975,16384.0,90,4,1358.95,1
3976,16385.0,60,5,881.35,2
3977,16386.0,29,3,1068.16,2
3978,16387.0,323,5,882.46,2
3979,16388.0,654,1,186.05,0
3980,16389.0,53,4,1382.07,1
3981,16390.0,537,3,467.5,0
3982,16391.0,401,4,1048.86,2
3983,16392.0,270,3,755.45,2
3985,16394.0,57,5,1555.34,1
3987,16396.0,476,1,137.8,0
3988,16397.0,628,1,123.13,0
3989,16398.0,154,2,1705.8,1
3990,16399.0,19,3,628.42,2
3993,16402.0,265,2,293.45,0
3994,16403.0,312,1,177.5,0
3995,16404.0,70,1,443.05,0
3996,16405.0,302,2,167.25,0
3997,16406.0,19,3,528.36,0
3999,16408.0,591,1,231.93,0
4001,16410.0,734,1,130.32,0
4002,16411.0,19,4,756.39,2
4003,16412.0,54,5,593.19,2
4004,16413.0,57,2,522.03,0
4005,16414.0,22,5,551.21,2
4006,16415.0,44,3,696.76,2
4008,16417.0,493,1,35.7,0
4009,16418.0,45,5,1028.74,2
4011,16420.0,396,1,75.0,0
4012,16421.0,376,3,526.27,0
4014,16423.0,25,1,346.12,0
4015,16424.0,191,2,443.06,0
4016,16425.0,302,1,302.7,0
4018,16427.0,263,2,241.06,0
4019,16428.0,414,3,638.49,2
4020,16429.0,106,1,284.55,0
4021,16430.0,57,6,1102.94,2
4022,16431.0,213,3,623.28,2
4023,16432.0,64,1,287.4,0
4024,16433.0,28,2,384.52,0
4026,16435.0,512,3,1003.0699999999999,2
4027,16436.0,668,3,319.14,0
4028,16437.0,381,2,301.25,0
4029,16438.0,6,5,798.35,2
4030,16439.0,722,1,310.70000000000005,0
4032,16441.0,67,5,1013.18,2
4033,16442.0,2,5,891.98,2
4034,16443.0,521,1,162.24,0
4036,16445.0,34,4,583.16,2
4038,16447.0,136,3,727.1,2
4039,16448.0,198,2,361.12,0
4040,16449.0,198,2,707.69,2
4041,16450.0,150,3,1505.73,1
4042,16451.0,88,3,1013.15,2
4043,16452.0,631,2,332.17,0
4044,16453.0,531,2,251.71,0
4045,16454.0,64,2,7.45,0
4048,16457.0,218,1,208.36,0
4050,16459.0,730,1,71.78999999999999,0
4051,16460.0,28,3,811.23,2
4052,16461.0,178,3,1539.83,1
4053,16462.0,74,3,136.0,0
4054,16463.0,21,4,1422.4,1
4055,16464.0,20,3,1298.66,1
4056,16465.0,421,2,746.24,2
4059,16468.0,74,3,787.52,2
4060,16469.0,24,5,803.9,2
4062,16471.0,275,4,1189.98,2
4063,16472.0,434,2,789.6,2
4064,16473.0,165,4,470.83,0
4065,16474.0,7,7,1810.49,1
4066,16475.0,88,4,544.3,0
4067,16476.0,432,1,350.35,0
4069,16478.0,25,3,331.0,0
4070,16479.0,10,2,300.83,0
4071,16480.0,76,1,769.29,2
4072,16481.0,682,1,453.38,0
4073,16482.0,16,1,220.62,0
4074,16483.0,192,1,139.35,0
4075,16484.0,174,2,404.3,0
4077,16486.0,538,1,134.36,0
4078,16487.0,577,2,209.4,0
4079,16488.0,33,3,498.8,0
4080,16489.0,380,2,303.7,0
4081,16490.0,436,1,205.41000000000003,0
4082,16491.0,47,2,1533.16,1
4083,16492.0,541,1,385.56,0
4084,16493.0,80,7,2132.09,1
4085,16494.0,297,1,826.53,2
4086,16495.0,3,3,648.26,2
4089,16498.0,161,2,100.97,0
4092,16501.0,383,1,1191.23,2
4093,16502.0,620,2,258.55,0
4095,16504.0,25,1,465.88,0
4096,16505.0,32,1,777.6,2
4097,16506.0,20,2,90.30000000000001,0
4098,16507.0,572,1,142.71,0
4099,16508.0,630,1,240.95,0
4100,16509.0,297,1,363.7,0
4101,16510.0,372,6,1757.25,1
4102,16511.0,22,6,1758.49,1
4103,16513.0,5,4,874.59,2
4105,16516.0,30,1,101.69999999999999,0
4106,16517.0,277,1,162.7,0
4107,16518.0,61,4,959.37,2
4108,16519.0,25,4,436.96,0
4109,16520.0,186,6,2148.38,1
4110,16521.0,415,3,1136.36,2
4111,16522.0,436,2,433.36,0
4113,16524.0,446,2,306.19,0
4115,16526.0,172,2,717.21,2
4116,16527.0,81,2,1232.94,2
4117,16528.0,4,1,244.41,0
4118,16529.0,190,4,1986.8,1
4119,16530.0,668,1,48.349999999999994,0
4122,16533.0,19,3,1082.81,2
4123,16534.0,642,1,635.9,0
4124,16535.0,5,2,952.04,2
4125,16536.0,110,1,548.12,0
4126,16537.0,641,1,10.55,0
4127,16538.0,541,3,395.07,0
4129,16540.0,414,1,205.75,0
4130,16541.0,735,1,424.03,0
4131,16542.0,54,2,257.32,0
4132,16543.0,592,1,292.21,0
4133,16544.0,520,4,376.70000000000005,0
4134,16545.0,165,2,689.82,2
4136,16547.0,546,1,104.25999999999999,0
4137,16548.0,599,1,30.15,0
4140,16551.0,96,7,2237.12,1
4141,16552.0,243,2,379.73,0
4144,16555.0,35,6,1915.68,1
4146,16557.0,24,2,281.85,0
4148,16559.0,397,1,175.0,0
4150,16561.0,6,2,511.12,0
4151,16562.0,477,1,223.85999999999999,0
4153,16564.0,569,1,87.8,0
4154,16565.0,364,4,773.05,2
4155,16566.0,15,5,614.66,2
4156,16567.0,194,2,865.6,2
4157,16568.0,428,2,1020.9000000000001,2
4158,16569.0,3,5,1455.23,1
4161,16572.0,127,3,1009.6,2
4162,16573.0,85,2,663.61,2
4163,16574.0,71,3,1301.78,1
4164,16576.0,420,2,540.87,0
4165,16577.0,667,1,380.0,0
4166,16578.0,626,1,156.6,0
4167,16579.0,426,1,295.05,0
4168,16581.0,183,1,105.84,0
4169,16582.0,113,1,313.62,0
4170,16583.0,374,2,297.95,0
4172,16585.0,594,2,341.59,0
4173,16586.0,249,3,1462.78,1
4174,16587.0,232,1,225.15,0
4175,16588.0,386,4,1361.28,1
4176,16589.0,71,4,612.36,2
4177,16590.0,401,2,605.9,0
4178,16591.0,69,1,213.5,0
4181,16594.0,75,1,181.09,0
4182,16595.0,61,5,1757.75,1
4183,16596.0,16,4,458.98,0
4184,16597.0,4,1,90.04,0
4185,16598.0,286,1,145.04999999999998,0
4186,16599.0,386,1,172.8,0
4188,16601.0,41,3,675.83,2
4189,16602.0,36,2,763.33,2
4190,16603.0,75,2,482.47,0
4191,16604.0,563,2,432.45,0
4192,16605.0,724,1,60.48,0
4193,16606.0,404,2,357.66,0
4195,16608.0,454,2,1286.6200000000001,2
4197,16610.0,219,1,75.66,0
4198,16611.0,186,6,1785.13,1
4200,16613.0,70,1,618.59,2
4201,16614.0,183,3,1179.79,2
4202,16615.0,626,1,291.5,0
4203,16616.0,15,2,500.42,0
4204,16617.0,236,1,151.85,0
4206,16619.0,264,4,1938.33,1
4207,16620.0,4,6,1758.93,1
4208,16621.0,52,4,813.48,2
4209,16622.0,544,1,225.4,0
4210,16623.0,246,4,1015.24,2
4211,16624.0,81,2,810.5699999999999,2
4212,16625.0,275,5,1654.03,1
4214,16627.0,79,1,322.8,0
4216,16629.0,74,2,408.63,0
4217,16630.0,407,1,106.80000000000001,0
4218,16631.0,482,7,1892.52,1
4219,16632.0,486,2,406.4,0
4221,16634.0,223,6,1649.81,1
4222,16635.0,407,1,473.0,0
4224,16637.0,32,4,1154.47,2
4226,16639.0,31,4,1747.98,1
4227,16640.0,398,1,179.4,0
4228,16641.0,106,2,554.5,2
4229,16642.0,5,3,1077.45,2
4230,16643.0,246,2,923.11,2
4231,16644.0,178,2,833.78,2
4232,16645.0,736,1,160.39,0
4233,16646.0,449,1,678.8,2
4234,16647.0,170,4,541.9,0
4235,16648.0,43,3,672.8,2
4236,16649.0,520,1,306.58000000000004,0
4237,16650.0,72,7,1916.11,1
4238,16651.0,587,1,136.2,0
4240,16653.0,16,2,1212.66,2
4244,16657.0,10,4,874.43,2
4245,16658.0,368,5,680.83,2
4246,16659.0,189,1,39.12,0
4247,16660.0,16,7,1879.55,1
4248,16661.0,540,4,932.76,2
4249,16662.0,394,1,151.05,0
4250,16663.0,729,1,165.0,0
4251,16664.0,569,1,109.2,0
4252,16665.0,362,1,135.39999999999998,0
4253,16666.0,19,2,217.71,0
4254,16667.0,68,2,567.1800000000001,2
4256,16669.0,24,2,1344.48,1
4258,16671.0,28,3,1692.27,1
4260,16673.0,679,1,171.13,0
4261,16674.0,55,2,304.24,0
4262,16675.0,442,2,608.86,0
4264,16677.0,411,2,880.62,2
4266,16679.0,366,3,663.31,2
4267,16680.0,43,3,821.45,2
